county_fips,lat,lon,pop,has_trial_site,dist_nearest_trial_km,county_site_count,county_trial_count,pop_total,median_hh_income,gini_index,pct_poverty,pct_nhwhite,pct_nhblack,pct_hispanic,pct_no_vehicle,pct_no_internet,pct_unemployed,pct_uninsured,pct_bachelors_plus,places_access2,places_bphigh,places_chd,places_depression,places_diabetes,places_foodinsecu,places_foodstamp,places_ghlth,places_housinsecu,places_lacktrpt,places_lpa,places_mhlth,places_obesity,places_stroke,endo_count,amc_count,has_ctsa,trials_per_100k,endo_per_100k,burden_decile,coverage_residual
01093,34.110448,-87.876476,29341,True,0.0,1,1,29203.0,49743.0,0.4443,16.11820703352395,90.77149607916996,3.8112522686025407,2.705201520391741,1.3069522599382828,20.60265020874932,6.460991762235503,11.0,11.8,11.7,39.3,6.9,27.3,12.3,20.3,15.1,24.1,14.1,10.3,30.1,20.1,42.5,3.7,0,0,0,3.424305722014861,0.0,6,3.424305722014861
01095,34.311249,-86.291329,97612,True,0.0,11,11,97923.0,58272.0,0.4567,16.33119900329851,79.09275655361866,2.728674570836269,15.063876719463252,2.766490397996104,10.634567214027276,3.8042470326409497,11.1,21.4,13.1,37.5,6.4,26.2,12.4,19.2,13.2,23.5,13.9,9.8,29.7,18.8,37.6,3.4,0,0,0,11.233315972754102,0.0,6,11.233315972754102
01097,30.684049,-88.175178,414809,True,0.0,85,74,413878.0,55352.0,0.4694,17.24010457187867,55.81475700568767,36.01447769632597,3.0359187973267483,1.5682466088155134,14.823470442655305,5.8634256678188565,11.3,24.2,10.5,39.6,6.1,22.7,14.1,22.3,16.5,22.1,16.6,11.3,29.7,18.1,39.0,3.7,15,0,0,17.87966502205964,3.624256423390468,8,17.87966502205964
01101,32.346473,-86.233787,228954,True,0.0,43,39,228132.0,56707.0,0.495,18.794820542492943,31.62642680553364,58.885206810092406,3.768432311118125,1.7476399059306071,10.45351701385406,6.61364859598003,10.6,33.7,10.4,43.8,6.0,21.4,14.8,25.6,20.2,23.8,20.2,12.9,29.9,17.7,46.3,4.0,13,0,0,17.095365840828993,5.698455280276331,8,17.095365840828993
01117,33.290336,-86.73899,223024,True,0.0,27,27,223916.0,90618.0,0.4441,6.734668357777023,75.88515336108183,12.98299362260848,5.892834813054896,1.2963139801375096,5.520674178762414,3.116277486554565,6.4,45.6,7.4,36.4,4.8,22.3,9.6,11.6,7.0,15.3,9.5,6.5,19.9,15.4,31.6,2.5,1,0,0,12.0580932135265,0.44659604494542593,2,12.0580932135265
01125,33.214817,-87.518474,227036,True,0.0,15,15,231558.0,61645.0,0.4713,15.724786014734969,60.4829027716598,31.979460869415007,3.9994299484362448,0.821306774600852,10.510602645646248,5.516212555084964,6.7,30.9,9.6,40.8,5.9,24.7,12.4,20.1,14.3,21.2,15.5,10.2,26.8,18.0,43.2,3.5,3,0,0,6.477858679035058,1.2955717358070116,6,6.477858679035058
01133,34.164369,-87.415624,23540,True,0.0,14,14,23655.0,49494.0,0.4547,17.82709786514479,92.30183893468612,1.1118156837877826,3.246670894102727,2.3838295067560145,20.81731297374492,4.413200546768209,11.3,13.8,12.6,39.5,7.1,28.0,12.7,21.5,16.4,25.5,14.6,10.8,31.8,20.4,39.0,3.8,0,0,0,59.184104840414285,0.0,7,59.184104840414285
02290,64.966051,-152.827744,5343,True,0.0,1,1,5355.0,47826.0,0.4639,22.707749766573297,21.755368814192344,0.1867413632119514,2.670401493930905,33.012512030798845,47.8344562078922,11.019490254872563,21.0,14.1,13.8,37.1,8.0,20.6,13.9,30.6,23.0,28.9,22.7,18.4,28.3,20.0,36.6,4.7,0,0,0,18.674136321195146,0.0,8,18.674136321195146
04001,35.543654,-109.419015,66021,True,0.0,4,4,66054.0,37483.0,0.5144,31.87997698852454,18.176037787264963,0.8795833711811548,7.015472189420777,10.355807136359042,49.787728697058526,9.456710493674027,23.6,13.8,14.6,32.7,7.8,21.0,15.3,35.0,29.5,30.9,25.3,20.4,27.8,22.3,36.0,5.2,0,0,0,6.055651436703303,0.0,8,6.055651436703303
04003,31.603486,-110.072835,125447,True,0.0,8,8,125504.0,58421.0,0.4384,13.986008414074451,53.67797042325344,3.283560683324834,35.703244518103006,1.827697262479871,12.477858293075684,6.304577671613737,7.7,26.7,14.9,31.9,5.8,21.2,10.6,18.5,14.1,21.2,15.2,9.8,24.2,17.1,31.8,3.2,0,0,0,6.374298827129016,0.0,4,6.374298827129016
04005,35.476113,-111.601825,145101,True,0.0,3,3,144705.0,67266.0,0.4603,15.57029819287516,52.9656888151757,1.4560657890190387,14.72927680453336,2.0310426403554325,13.974958167445616,6.9668823440898455,11.2,39.6,10.4,28.4,5.5,22.2,9.8,16.8,12.7,18.9,13.5,10.1,16.8,18.0,25.3,3.3,2,0,0,2.073183373069348,1.3821222487128988,2,2.073183373069348
04013,33.490147,-112.044016,4420568,True,0.0,889,466,4430871.0,80675.0,0.4555,11.364921253631625,53.2459870756788,5.412615262326527,31.658628743648823,1.3098897668051586,6.5379211796632966,4.74191619641166,11.0,35.0,13.1,28.6,5.0,18.9,9.6,15.7,10.8,17.5,12.2,8.6,20.0,15.3,30.6,2.7,143,0,0,10.517119546021538,3.227356427212618,2,10.517119546021538
04019,32.216427,-110.95803,1043433,True,0.0,220,181,1042393.0,64323.0,0.4679,14.556218240145512,50.05463390487081,3.1453588042129983,38.09321436348863,1.6937895172250783,7.680198546357029,5.77847927587236,9.1,35.0,13.0,30.1,5.2,23.6,9.5,15.7,11.6,19.2,12.8,9.3,21.6,17.3,32.2,2.9,44,0,1,17.36389250503409,4.221056741555248,2,17.36389250503409
04025,34.628734,-112.273841,236209,True,0.0,3,3,237830.0,62430.0,0.4482,12.094773577765633,78.78610772400454,0.6277593238868099,15.17049993692974,1.1807550074149162,8.468022000713333,4.9038740605078015,10.9,28.7,11.8,27.0,5.1,21.6,8.0,13.8,10.1,17.6,11.8,8.0,19.9,16.8,27.6,2.8,5,0,0,1.2614052053988143,2.102342008998024,0,1.2614052053988143
04027,32.641391,-114.605444,203881,True,0.0,5,5,204374.0,56439.0,0.4574,16.956168592873848,29.18179416168397,1.5456956364312486,65.2631939483496,2.004606443664801,12.805645571654305,7.915804728679452,13.5,16.4,24.1,31.6,6.1,18.6,12.9,26.3,18.9,26.4,20.6,12.3,27.7,16.2,39.0,3.4,6,0,0,2.4464951510466104,2.9357941812559325,7,2.4464951510466104
05005,36.331791,-92.383935,41627,True,0.0,5,5,41801.0,47403.0,0.4592,13.365708954331236,92.03368340470324,0.2392287265854883,2.67457716322576,1.7927553756374532,14.81520424793649,5.128996420195038,6.5,18.2,10.7,36.2,6.8,28.7,10.3,17.3,11.1,23.2,13.6,9.5,29.8,20.6,38.2,3.4,0,0,0,11.96143632927442,0.0,3,11.96143632927442
05007,36.335056,-94.230342,284333,True,0.0,1,1,286528.0,85269.0,0.4565,7.778995421040875,64.59787525128434,1.811690306008488,17.352928858610678,0.7680196613033293,7.356668330709266,2.8487590169947428,9.4,35.5,11.0,31.7,5.3,23.8,9.8,13.2,6.6,18.8,11.3,7.3,25.4,16.7,35.1,2.7,3,0,0,0.34900603082421267,1.047018092472638,2,0.34900603082421267
05027,33.258766,-93.247178,22801,True,0.0,1,1,22707.0,47441.0,0.5224,20.588364821420708,59.06989034218523,35.592548553309555,2.99907517505615,1.1372348581650906,21.032455916176847,3.157453057799224,7.4,19.0,11.6,41.8,6.8,24.2,13.5,25.0,17.3,26.2,19.7,12.6,34.6,20.5,39.9,4.0,0,0,0,4.40392830404721,0.0,7,4.40392830404721
05031,35.835762,-90.669235,111231,True,0.0,50,49,111038.0,55169.0,0.4934,18.47205461193465,73.04436319097967,16.19985950755597,5.470199391199409,1.0696323581497484,9.015135415928786,5.879779029699721,8.6,28.2,10.7,38.5,6.4,26.5,11.2,18.7,12.3,23.4,15.3,10.2,30.9,19.7,39.6,3.4,2,0,0,44.12903690628434,1.8011851798483403,5,44.12903690628434
05045,35.105697,-92.406071,123498,True,0.0,4,4,124611.0,61273.0,0.4638,14.82854643651042,78.92882650809318,11.29916299524119,4.404105576554237,1.4368301122457592,7.422567305257828,3.2244259731709324,7.8,32.5,9.3,36.0,5.9,26.3,10.9,15.3,9.2,19.9,13.0,8.6,27.1,18.7,41.1,3.1,3,0,0,3.209989487284429,2.407492115463322,4,3.209989487284429
05051,34.505767,-93.080729,100180,True,0.0,18,18,100021.0,54229.0,0.4606,16.600513892082663,80.78503514262005,7.862348906729586,6.202697433538956,1.6219342896807034,15.377140212864417,5.666688967685824,9.2,25.2,11.0,37.8,6.4,25.9,11.1,17.9,10.9,22.7,15.1,9.6,28.3,19.8,39.3,3.3,0,0,0,17.996220793633338,0.0,5,17.996220793633338
05059,34.353569,-92.895511,33040,True,0.0,2,2,33129.0,50260.0,0.4379,18.39174137462646,81.76522080352561,11.43710948111926,3.7701107790757344,2.495798319327731,22.361344537815125,4.596678529062871,7.7,15.5,11.7,38.5,6.8,24.7,11.6,19.9,12.5,24.4,15.6,10.5,32.8,20.1,36.9,3.6,2,0,0,6.0370068520027775,6.0370068520027775,5,6.0370068520027775
05063,35.750729,-91.607338,37938,True,0.0,1,1,37910.0,52361.0,0.4762,18.791875494592457,84.92745977314692,1.880770245317858,7.111580058032182,1.4219324408684193,21.84226954290074,5.233380480905233,10.1,17.1,12.1,37.2,6.8,27.0,11.4,19.2,12.0,24.2,14.7,9.9,34.1,20.5,42.0,3.5,0,0,0,2.637826431020839,0.0,5,2.637826431020839
05069,34.234814,-92.045118,67260,True,0.0,9,9,66934.0,46855.0,0.4686,17.656198643439808,37.83129650103086,55.95213195087698,2.3754743478650613,2.7349864074470718,20.174643710355053,7.832435753786099,6.2,20.2,12.5,47.2,6.8,22.3,15.1,28.4,20.3,27.7,23.7,14.5,37.0,20.2,46.3,4.4,1,0,0,13.446081214330533,1.4940090238145038,8,13.446081214330533
05085,34.916983,-91.973917,74015,True,0.0,4,4,74292.0,68078.0,0.4211,11.683626770042537,84.31728853712379,5.499919237602972,4.83228342217197,1.9505474584874196,11.344355014139657,4.329840044125758,7.5,19.9,10.1,36.5,5.8,26.2,10.1,15.5,8.6,21.2,12.9,8.3,30.3,19.5,35.7,3.0,0,0,0,5.3841598018629195,0.0,3,5.3841598018629195
05089,36.284395,-92.660219,16826,True,0.0,5,5,16905.0,42891.0,0.4478,17.568766637089617,92.45785270629992,0.5205560485063591,2.508133688257912,1.4705882352941178,11.302521008403362,6.982120838471023,7.3,15.2,11.6,35.1,7.0,27.7,11.1,18.7,11.9,24.4,14.2,10.0,31.3,21.2,37.8,3.5,1,0,0,29.577048210588583,5.915409642117717,5,29.577048210588583
05111,35.604751,-90.558401,22965,True,0.0,13,13,22997.0,43440.0,0.4723,20.50702265512893,85.09370787494021,4.2962125494629735,3.5743792668608947,1.3102840783968288,18.927548998018057,5.048876347878665,9.3,11.5,13.1,38.2,7.3,27.9,12.1,22.6,15.8,27.1,16.8,11.8,37.1,21.9,41.3,3.9,0,0,0,56.52911249293386,0.0,6,56.52911249293386
05119,34.775246,-92.315081,399125,True,0.0,210,176,398322.0,58326.0,0.517,16.260211587610023,50.41473983360196,37.23946957486657,6.358925693283323,1.6034047017309618,11.90513089504554,5.184126745381164,8.8,37.0,10.5,39.5,5.8,23.6,11.5,19.1,12.3,21.8,16.4,10.6,28.4,18.3,40.6,3.4,38,0,0,44.18535757502724,9.540020385517245,5,44.18535757502724
05125,34.596991,-92.546119,123416,True,0.0,1,1,123988.0,73236.0,0.4065,9.426718714714328,81.55144046198019,8.320966545149531,5.430364228796335,1.6238522645207882,10.523057876818322,3.7947586922677736,5.8,28.5,9.6,35.5,5.7,25.6,9.5,14.4,8.0,20.0,12.2,7.9,27.8,18.4,34.4,2.9,0,0,0,0.8065296641610478,0.0,2,0.8065296641610478
05131,35.318718,-94.354788,127799,True,0.0,1,1,128184.0,54047.0,0.5036,16.24071647007427,67.69565624414903,5.939898895337952,15.124352493290894,1.062434923450696,15.60873086267402,5.197325505544684,11.2,23.9,13.3,37.3,6.5,25.5,11.5,19.2,11.5,24.2,15.3,10.2,32.5,19.9,36.4,3.4,12,2,0,0.7801285651875428,9.361542782250515,5,0.7801285651875428
05143,36.09592,-94.172336,245871,True,0.0,18,17,247331.0,61985.0,0.483,14.659707032276584,65.47420258681686,3.405153417889387,17.309597260351513,0.6483189558652606,9.247075633657138,4.27863292460214,12.2,34.5,12.8,36.4,6.1,24.2,10.7,17.1,9.7,21.6,14.2,9.2,28.4,18.3,36.7,3.1,4,0,0,6.873380207090902,1.6172659310802122,4,6.873380207090902
05145,35.239408,-91.773595,76822,True,0.0,45,45,77118.0,51144.0,0.4621,15.388106538032623,85.98511372182888,4.275266474752976,4.675951139811717,1.5631513130471029,14.335834375434208,5.198848616577571,9.6,20.5,11.4,37.1,6.7,27.1,10.9,19.4,11.7,23.6,14.2,9.8,31.6,20.6,40.0,3.5,0,0,0,58.352135688166186,0.0,4,58.352135688166186
06001,37.706599,-122.098766,1682353,True,0.0,58,55,1663823.0,122488.0,0.4694,9.00594594497131,29.29710672349162,9.940360242646005,22.214081666138767,1.6919930763479445,5.452375993909371,4.938769724000306,4.0,50.9,7.2,26.5,4.3,18.9,10.1,14.2,11.6,17.5,11.9,7.7,20.1,15.5,22.5,2.5,56,0,0,3.305640083109802,3.3657426300754345,3,3.305640083109802
06007,39.658926,-121.72651,211632,True,0.0,2,2,213605.0,66085.0,0.4831,17.796868050841507,68.81908195032888,1.729828421619344,17.95884927787271,1.7763055245502226,7.96336969958833,7.140912449924157,6.6,30.8,8.4,30.5,5.7,26.0,9.9,16.9,17.5,21.3,14.6,9.7,22.7,19.6,30.6,3.1,5,0,0,0.9363076707005922,2.3407691767514804,2,0.9363076707005922
06013,37.93501,-122.024961,1165927,True,0.0,393,335,1162648.0,120020.0,0.4713,8.192935437036834,40.57556543338998,8.395662315679381,26.39620934281055,1.7361952528167583,3.806999121254623,5.839722442661979,4.7,44.5,8.1,27.5,4.5,19.7,9.6,13.8,11.5,17.6,12.4,7.9,22.7,16.2,27.8,2.6,40,0,0,28.813535997137567,3.4404222086134406,2,28.813535997137567
06019,36.743848,-119.765291,1008654,True,0.0,235,219,1008280.0,67756.0,0.473,19.208454000872774,27.350041655095808,4.186932201372635,54.22838893958028,1.541206702647005,11.472345612304522,8.59664037362661,7.2,23.4,14.6,31.4,6.0,21.3,12.4,25.1,22.5,27.6,19.8,12.3,31.0,18.4,37.9,3.4,6,0,0,21.72015709921847,0.5950727972388622,6,21.72015709921847
06025,32.841599,-115.540049,179702,True,0.0,6,5,179578.0,53847.0,0.4589,20.098230295470493,9.567430308835158,2.2742206729109355,85.41246700598069,1.0292616536236816,10.254338210275604,13.128993610223642,6.8,15.9,22.2,32.5,6.3,20.0,14.6,31.3,28.7,32.4,25.5,15.5,35.1,18.2,35.2,3.6,0,0,0,2.784305427168139,0.0,8,2.784305427168139
06029,35.369809,-118.941786,909235,True,0.0,20,19,906883.0,63883.0,0.4695,18.74696074355788,31.4504737656346,4.873726820328532,55.321910323602935,1.7517180242090962,9.86634186069139,8.336270842579092,7.8,18.3,16.7,32.2,6.3,22.6,13.3,26.8,25.7,28.2,21.8,13.6,32.1,19.9,36.2,3.6,14,0,0,2.0950883410539176,1.5437493039344656,7,2.0950883410539176
06033,38.976233,-122.732922,68163,True,0.0,139,138,68024.0,56259.0,0.4904,16.266317770198754,66.53387039868282,2.215394566623545,23.038927437375044,2.170876278929286,13.421678559293236,10.379916200133795,6.5,18.2,10.9,32.0,6.1,25.6,10.7,20.1,20.5,24.3,17.0,11.1,25.9,20.4,32.8,3.4,0,0,0,202.86957544396097,0.0,4,202.86957544396097
06037,34.067886,-118.24599,10014009,True,0.0,1550,720,9936690.0,83411.0,0.4982,13.52540936670058,25.211383267466328,7.579536042686247,48.68415941324525,1.40855456569295,7.511775618455987,6.974909756867312,9.0,34.6,11.8,28.4,4.8,19.3,11.6,21.0,18.2,23.6,17.7,10.3,25.7,16.6,26.4,3.0,454,0,1,7.245873625925736,4.56892586968095,5,7.245873625925736
06039,37.037074,-120.009796,156255,True,0.0,1,1,157243.0,73543.0,0.4535,19.176688310449432,31.74513332866964,2.450983509599792,59.687871638165134,1.1993524408874296,8.764849396903573,11.09745078579787,7.6,17.2,18.1,31.8,6.4,21.9,12.8,28.5,26.6,30.2,22.8,14.2,31.6,20.1,36.7,3.6,19,0,0,0.6359583574467544,12.083208791488333,7,0.6359583574467544
06041,37.986474,-122.546657,262321,True,0.0,1,1,260485.0,142019.0,0.5157,6.836862007409255,69.2323934199666,2.197823291168397,16.56256598268614,1.3393244559295725,3.6110655777222807,5.75689228545777,3.7,61.1,6.2,25.2,4.3,22.1,7.5,9.8,8.5,15.0,9.5,6.2,16.6,15.8,21.3,2.3,18,0,0,0.38389926483290787,6.910186766992341,0,0.38389926483290787
06045,39.285646,-123.394154,91601,True,0.0,2,2,91145.0,61335.0,0.4805,15.89006528059685,62.813100005485765,0.6111141587580229,26.78589061385704,2.3844662441762883,11.48537199409671,9.090475395367696,9.2,24.0,10.9,31.0,5.9,24.5,10.4,19.9,18.8,23.0,16.8,10.7,24.2,19.9,29.5,3.2,0,0,0,2.1943057765099567,0.0,3,2.1943057765099567
06047,37.274812,-120.628944,281202,True,0.0,10,10,282290.0,64772.0,0.4581,18.1628821424776,25.20599383612597,2.729816855007262,61.89804810655709,2.132672788786853,8.33252779120348,10.683495802107398,9.0,14.6,18.3,31.8,6.2,21.3,13.3,28.7,25.6,29.8,23.0,13.8,33.7,18.8,34.3,3.5,2,0,0,3.5424563392256188,0.7084912678451237,7,3.5424563392256188
06053,36.614681,-121.646692,439035,True,0.0,35,35,437609.0,91043.0,0.4596,11.86287302135011,28.59584697755302,2.051374628949588,59.86028623725746,1.2391867026028265,6.264649966023532,5.143497911555732,9.9,27.1,16.2,30.3,5.6,19.4,11.6,22.6,19.4,25.4,19.0,11.5,26.7,17.1,31.4,3.1,11,0,0,7.998007353596476,2.5136594539874637,5,7.998007353596476
06055,38.325108,-122.319983,138019,True,0.0,1,1,137384.0,105809.0,0.4757,7.730157805858033,50.401793513072846,1.7505677517032552,35.07104175158679,2.115079848835792,5.495956763785607,5.171864392690395,6.1,37.8,10.2,27.7,4.9,21.8,9.3,15.0,12.7,19.4,13.5,8.4,22.2,16.8,28.2,2.6,4,0,0,0.7278867990450125,2.91154719618005,1,0.7278867990450125
06059,33.732683,-117.858773,3186989,True,0.0,944,543,3175227.0,109361.0,0.468,9.56813481366844,38.45948651860167,1.5399843853683532,33.93039300812194,1.3128747821878932,4.627557709657634,5.362320211513085,6.9,42.8,9.2,26.4,4.8,19.4,10.1,15.5,12.3,19.9,13.1,8.0,23.4,16.6,23.9,2.6,133,0,1,17.10113954057458,4.1886769040449705,3,17.10113954057458
06061,38.839708,-121.198379,404739,True,0.0,97,92,406608.0,109375.0,0.4445,6.749990162515248,68.85255577853854,1.5712922519970094,14.871571636563964,1.5196313025692127,5.083356824901499,4.241312973427919,3.3,42.4,5.9,27.4,4.4,22.5,7.9,10.7,9.3,15.4,10.0,6.6,17.9,16.8,27.2,2.4,15,0,0,22.626214929366856,3.6890567819619875,0,22.626214929366856
06065,33.799274,-117.076969,2418185,True,0.0,209,178,2429487.0,84505.0,0.4476,11.213560722901583,32.43824725137447,6.0947846191397606,50.76285652073874,1.6657866385057656,6.074461049420248,6.711290443900529,8.1,24.1,13.0,31.2,5.4,22.0,11.3,21.0,17.3,23.9,18.7,10.6,26.9,17.6,37.0,3.0,41,0,0,7.326649617799972,1.6875990692685328,5,7.326649617799972
06067,38.568337,-121.381235,1585055,True,0.0,186,156,1579211.0,84010.0,0.4444,12.942412381879306,42.21665122646689,9.212448494849644,23.95816645147482,1.5601501092477512,5.429932465026532,6.2937150671526165,5.2,32.6,8.8,28.9,5.1,22.7,10.3,16.6,16.0,21.4,14.7,9.5,21.1,17.9,29.5,3.0,69,0,0,9.878350644720687,4.369270477472612,3,9.878350644720687
06071,34.190969,-117.359766,2181654,True,0.0,215,184,2180563.0,77423.0,0.439,13.494038007615464,25.854744852590823,7.493569321317475,55.03840063323096,1.3274175364585228,6.466917603132463,7.078725312119191,8.6,22.4,14.4,31.6,5.6,19.5,11.8,23.1,20.6,25.6,18.9,11.5,26.4,17.7,33.3,3.2,29,0,0,8.438187752429075,1.3299317653284954,6,8.438187752429075
06073,32.884418,-117.112348,3298634,True,0.0,854,588,3289701.0,96974.0,0.4602,10.297349211980055,43.57836776047428,4.532478787585863,34.49088534185934,1.2570954186416652,4.6769066367780905,6.03224302555317,7.3,41.0,8.7,27.4,4.7,21.2,9.4,15.2,13.8,18.4,13.8,8.3,20.4,16.6,25.4,2.6,133,0,1,17.873964837533865,4.042920618013612,1,17.873964837533865
06075,37.760569,-122.436499,873965,True,0.0,74,74,851036.0,136689.0,0.5172,10.322595048858098,38.294502230222925,4.927406126180326,15.453752837717794,4.123134224951641,6.098514031071771,5.352305839535299,3.6,59.8,6.2,25.1,4.3,19.8,9.3,12.3,9.6,16.1,9.7,6.8,18.5,14.3,17.1,2.4,67,0,1,8.69528433579778,7.872757439168261,1,8.69528433579778
