county_fips,places_access2,places_bphigh,places_chd,places_depression,places_diabetes,places_foodinsecu,places_foodstamp,places_ghlth,places_housinsecu,places_lacktrpt,places_lpa,places_mhlth,places_obesity,places_stroke
00059,11.5,30.7,5.3,20.7,10.3,15.6,11.8,18.3,12.9,8.3,23.7,16.3,32.9,2.9
01001,9.1,38.2,5.6,25.9,11.4,17.0,11.6,20.0,13.2,8.9,26.0,18.0,39.5,3.2
01003,8.8,37.0,5.5,23.9,10.4,14.2,9.1,17.7,11.0,7.5,23.7,16.8,35.0,2.9
01005,14.8,45.4,7.4,22.9,16.5,32.1,26.2,29.9,23.2,15.6,34.5,19.9,47.1,4.7
01007,13.0,42.4,7.0,25.0,13.9,24.3,18.7,26.3,17.2,12.2,31.9,19.9,43.7,4.0
01009,12.0,36.0,6.3,26.0,11.3,17.7,12.1,22.1,13.1,9.2,27.7,18.9,36.0,3.3
01011,18.2,52.4,8.8,21.7,21.3,44.0,40.4,37.8,31.2,21.8,42.7,21.3,51.0,6.2
01013,11.8,44.8,6.7,23.8,15.2,28.6,23.5,27.0,21.2,14.1,35.1,20.2,40.7,4.3
01015,11.0,41.5,6.4,25.3,12.9,21.5,16.0,24.4,15.5,10.8,31.0,19.3,39.1,3.6
01017,12.1,42.8,6.5,23.9,14.5,26.1,20.3,25.8,19.5,12.9,32.5,20.0,41.6,4.1
01019,10.8,37.5,6.6,27.1,11.8,18.4,13.4,23.1,13.2,9.6,28.8,19.8,39.3,3.5
01021,12.1,39.0,6.3,25.3,12.0,19.4,13.4,22.8,14.2,9.8,30.0,19.3,39.8,3.4
01023,11.8,44.2,6.8,25.3,15.0,27.3,22.4,27.5,19.8,13.5,33.5,20.3,44.5,4.3
01025,11.6,43.5,6.5,23.9,14.9,27.4,21.4,26.7,20.3,13.3,32.5,19.7,44.2,4.1
01027,11.7,40.6,6.8,26.0,12.9,21.6,16.3,24.8,15.4,11.0,30.5,20.0,42.4,3.7
01029,10.6,37.0,6.5,26.9,11.7,17.9,13.1,22.3,12.7,9.3,28.7,19.7,37.1,3.4
01031,11.7,39.5,6.3,25.0,12.7,20.3,14.6,22.8,14.9,10.5,28.8,18.7,40.8,3.5
01033,10.2,38.6,6.1,25.8,12.1,18.7,13.6,22.0,14.2,9.7,26.9,18.9,37.4,3.4
01035,13.6,46.5,7.6,24.1,16.8,32.8,28.8,30.6,23.5,16.2,36.6,20.8,46.8,4.8
01037,11.9,40.7,6.6,24.3,13.5,23.1,17.4,24.8,17.1,11.6,30.6,19.5,41.6,3.9
01039,10.9,39.6,6.6,26.0,12.8,20.5,15.7,24.3,14.8,10.6,29.7,20.0,38.1,3.7
01041,11.7,40.8,6.5,25.0,13.4,23.0,17.4,24.8,16.8,11.5,30.9,19.6,40.3,3.8
01043,10.5,37.3,6.3,26.5,11.0,16.4,11.6,21.5,12.2,8.8,25.9,18.9,36.2,3.3
01045,11.8,40.5,6.6,25.5,13.7,22.2,17.1,25.0,16.4,11.6,30.6,19.6,41.5,3.8
01047,13.0,49.2,7.2,21.4,18.1,35.9,33.3,31.3,26.5,17.9,36.1,20.3,46.5,5.2
01049,15.4,40.0,7.3,27.2,13.3,23.7,17.7,26.8,16.2,11.7,32.6,20.1,38.6,3.9
01051,9.5,38.2,5.8,23.6,11.4,17.9,12.4,20.8,13.5,9.2,25.4,18.4,38.7,3.2
01053,13.5,44.0,7.6,24.9,15.6,29.9,25.0,29.9,20.8,14.9,34.1,20.9,43.9,4.6
01055,11.3,40.9,6.6,26.1,13.4,20.8,15.7,24.9,15.4,10.7,31.7,19.6,43.6,3.7
01057,11.5,40.9,6.9,27.3,13.1,21.3,16.6,24.5,15.2,11.0,30.6,20.2,40.6,3.8
01059,16.5,39.9,7.2,25.9,13.9,25.0,18.7,27.3,17.3,12.1,32.7,19.8,42.2,3.9
01061,12.5,39.1,7.0,27.1,13.0,22.2,17.0,25.3,15.7,11.2,30.1,20.1,42.2,3.8
01063,15.4,52.4,8.2,22.0,21.1,44.4,42.2,36.0,31.8,22.1,42.0,21.5,53.4,6.1
01065,12.8,46.0,6.9,22.3,16.3,31.6,26.6,28.9,23.4,15.5,34.4,20.0,47.8,4.7
01067,10.9,40.4,6.3,24.8,12.8,21.3,16.1,23.1,15.7,10.8,29.1,19.1,41.2,3.7
01069,10.8,39.8,6.3,25.8,13.1,21.5,16.6,23.6,16.4,11.1,27.7,19.5,40.5,3.7
01071,11.8,39.6,7.0,28.2,12.7,20.8,15.6,24.9,14.3,10.6,30.6,20.3,39.1,3.7
01073,9.3,40.0,5.7,23.2,13.5,20.8,15.2,20.3,16.0,10.5,27.4,17.5,37.6,3.6
01075,11.5,40.4,6.9,26.5,12.9,21.3,16.5,24.8,15.1,10.9,30.0,20.4,40.8,3.8
01077,9.5,35.9,5.9,25.2,11.0,16.1,11.7,20.2,12.3,8.8,25.8,18.6,36.7,3.2
01079,11.1,38.7,6.6,26.1,12.5,20.6,15.1,23.7,15.0,10.8,29.4,19.8,39.2,3.7
01081,9.1,38.6,5.9,23.4,12.7,17.5,12.8,20.1,13.7,9.4,25.7,17.3,39.9,3.3
01083,9.6,37.3,5.6,24.2,10.9,15.4,9.9,19.3,12.1,8.2,24.5,17.1,39.0,3.0
01085,14.7,50.4,7.8,22.0,19.4,40.3,37.0,33.8,29.0,19.8,39.3,21.0,51.3,5.6
01087,11.9,48.4,6.6,21.6,17.7,33.2,27.8,28.6,25.3,16.4,34.8,19.7,49.1,4.8
01089,8.3,36.2,5.2,22.0,10.9,13.7,9.3,17.3,11.4,7.8,22.2,16.0,40.1,2.9
01091,12.1,45.7,6.8,23.5,16.1,28.9,23.9,27.3,21.2,14.2,32.7,19.5,43.2,4.4
01093,11.7,39.3,6.9,27.3,12.3,20.3,15.1,24.1,14.1,10.3,30.1,20.1,42.5,3.7
01095,13.1,37.5,6.4,26.2,12.4,19.2,13.2,23.5,13.9,9.8,29.7,18.8,37.6,3.4
01097,10.5,39.6,6.1,22.7,14.1,22.3,16.5,22.1,16.6,11.3,29.7,18.1,39.0,3.7
01099,12.8,44.7,7.1,24.2,15.6,29.6,24.7,28.7,21.5,14.6,34.7,20.6,43.9,4.5
01101,10.4,43.8,6.0,21.4,14.8,25.6,20.2,23.8,20.2,12.9,29.9,17.7,46.3,4.0
01103,11.7,39.9,6.2,24.9,12.3,18.8,13.0,22.4,14.2,9.6,28.6,18.0,38.5,3.3
01105,14.5,51.9,8.2,23.4,20.5,41.9,39.6,35.4,29.8,20.7,40.3,21.7,54.0,5.8
01107,14.0,43.6,7.0,23.1,15.2,27.9,22.3,27.5,20.5,13.8,33.4,19.5,48.0,4.3
01109,10.7,42.6,6.6,24.6,14.6,24.8,20.0,24.7,18.5,12.6,29.2,19.2,43.3,4.1
01111,10.9,39.7,6.5,25.8,12.7,20.7,15.5,23.5,15.1,10.6,28.2,19.4,38.0,3.6
01113,12.2,43.7,6.6,24.3,15.3,28.0,21.9,26.4,21.0,13.8,32.3,19.6,42.7,4.3
01115,9.5,37.2,5.8,25.9,10.9,16.1,10.8,20.1,12.4,8.6,26.3,18.6,39.2,3.1
01117,7.4,36.4,4.8,22.3,9.6,11.6,7.0,15.3,9.5,6.5,19.9,15.4,31.6,2.5
01119,11.8,49.1,7.1,21.9,18.2,34.1,29.9,29.4,25.7,16.8,35.7,20.0,50.0,5.1
01121,11.4,43.0,6.6,23.7,14.2,23.6,18.3,24.9,17.7,11.9,31.1,19.1,45.4,3.9
01123,10.7,40.8,6.3,25.2,12.7,21.0,15.4,23.4,15.9,10.8,27.8,19.1,39.6,3.6
01125,9.6,40.8,5.9,24.7,12.4,20.1,14.3,21.2,15.5,10.2,26.8,18.0,43.2,3.5
01127,11.2,38.6,6.7,27.8,12.2,20.1,14.5,24.2,13.9,10.1,30.6,20.0,35.7,3.5
01129,10.2,40.8,6.4,25.5,13.3,22.3,16.3,24.2,16.4,11.3,29.9,19.6,41.0,3.8
01131,15.1,50.4,7.8,22.7,19.1,40.4,36.4,34.0,29.0,19.8,39.1,21.4,51.9,5.5
01133,12.6,39.5,7.1,28.0,12.7,21.5,16.4,25.5,14.6,10.8,31.8,20.4,39.0,3.8
02013,16.0,33.8,6.4,12.3,12.9,21.0,12.0,22.4,14.9,10.8,28.5,13.0,29.8,3.6
02016,13.1,32.2,5.7,13.1,11.4,16.4,8.9,18.7,12.7,9.0,25.6,13.0,30.5,3.1
02020,9.5,31.4,5.1,21.2,8.8,12.8,9.0,17.5,12.0,8.3,20.0,16.1,35.0,2.8
02050,15.9,39.7,8.6,20.3,14.7,37.0,29.6,32.7,26.5,21.9,34.4,20.9,39.4,5.4
02060,9.8,31.2,5.9,19.8,9.1,14.4,9.1,17.9,12.8,9.7,20.7,16.6,34.5,3.2
02063,9.2,29.7,5.3,19.0,8.0,12.0,7.8,16.5,10.6,7.7,20.2,15.2,30.7,2.8
02066,10.0,32.2,6.0,21.1,8.9,15.0,10.6,18.9,12.3,9.7,21.7,16.8,33.1,3.2
02068,9.5,29.9,5.4,19.7,7.7,11.9,7.7,15.9,10.5,7.5,20.4,15.4,29.9,2.8
02070,13.4,33.9,7.3,20.0,12.5,27.4,20.0,26.5,20.9,16.9,29.3,19.3,38.5,4.4
02090,9.5,31.7,5.0,20.1,8.3,11.2,7.8,16.5,10.5,7.6,21.8,15.4,35.8,2.7
02100,8.3,30.1,5.2,20.5,7.7,11.5,7.6,15.5,10.1,7.6,18.4,15.5,33.3,2.7
02105,11.3,33.2,6.5,20.5,10.4,19.7,13.9,21.8,16.0,12.4,24.3,17.8,36.4,3.6
02110,8.7,29.5,5.0,21.5,7.8,11.8,7.7,16.1,10.2,7.8,17.0,15.5,34.5,2.7
02122,10.3,30.3,5.5,20.7,7.9,13.4,9.5,17.5,11.2,8.2,20.3,16.2,32.0,2.9
02130,9.8,30.9,5.3,19.5,8.6,13.5,9.1,18.3,11.6,8.6,21.0,16.0,37.4,2.9
02150,10.5,30.2,5.2,17.2,9.3,14.8,8.9,17.7,11.7,8.5,22.8,14.7,31.4,2.9
02158,18.1,41.5,9.6,22.7,18.0,45.8,38.9,39.0,31.6,26.8,38.5,23.5,47.0,6.2
02164,12.6,35.0,7.2,20.5,12.6,26.1,19.3,26.0,19.8,15.8,28.7,19.2,38.6,4.3
02170,9.9,30.4,5.7,22.1,8.3,13.1,9.5,18.1,11.8,8.6,22.5,16.6,37.0,3.0
02180,13.5,35.5,7.9,20.1,13.7,31.8,24.2,28.7,22.8,18.6,30.3,20.0,38.8,4.8
02185,11.6,35.3,6.3,17.7,11.0,18.3,10.9,20.6,14.6,11.3,24.1,16.3,41.2,3.5
02188,14.2,38.1,7.9,20.3,14.6,32.1,24.1,29.9,24.4,18.9,30.8,20.3,40.9,4.8
02195,10.3,30.2,5.4,19.2,8.5,12.9,8.5,17.1,11.3,8.1,20.4,15.7,30.8,2.9
02198,11.8,33.2,6.9,21.4,11.0,21.8,16.2,23.9,17.3,13.5,25.1,18.6,37.7,3.9
02220,9.0,30.0,5.0,19.8,8.4,12.1,7.8,15.9,10.7,7.9,18.4,15.2,29.7,2.8
02230,10.0,29.7,5.1,20.2,7.8,11.9,7.8,16.2,10.5,7.6,19.9,15.6,35.0,2.7
02240,11.7,32.8,6.2,19.7,9.0,15.4,11.4,20.3,12.8,9.8,25.1,16.7,35.0,3.3
02275,11.0,31.4,6.0,20.2,9.1,15.9,11.2,20.0,13.4,10.2,22.3,17.4,35.0,3.3
02282,12.6,33.8,6.6,19.3,10.6,19.8,13.2,22.1,16.1,12.2,25.2,17.7,34.6,3.7
02290,13.8,37.1,8.0,20.6,13.9,30.6,23.0,28.9,22.7,18.4,28.3,20.0,36.6,4.7
04001,14.6,32.7,7.8,21.0,15.3,35.0,29.5,30.9,25.3,20.4,27.8,22.3,36.0,5.2
04003,14.9,31.9,5.8,21.2,10.6,18.5,14.1,21.2,15.2,9.8,24.2,17.1,31.8,3.2
04005,10.4,28.4,5.5,22.2,9.8,16.8,12.7,18.9,13.5,10.1,16.8,18.0,25.3,3.3
04007,13.2,29.2,6.0,22.9,10.5,20.6,15.7,21.6,15.9,11.5,24.7,19.0,32.2,3.4
04009,16.0,31.3,6.0,20.4,10.9,21.2,15.4,22.9,16.4,11.1,25.5,17.7,36.3,3.4
04011,16.1,28.7,5.0,19.3,10.1,16.5,10.1,19.7,14.0,8.8,23.1,16.1,33.0,2.7
04012,18.1,31.0,6.4,21.2,11.5,24.5,18.4,24.8,18.9,12.8,28.1,18.5,36.1,3.6
04013,13.1,28.6,5.0,18.9,9.6,15.7,10.8,17.5,12.2,8.6,20.0,15.3,30.6,2.7
04015,14.3,31.0,5.9,21.5,9.7,18.4,14.0,20.3,14.5,9.9,26.6,18.1,33.3,3.3
04017,13.6,35.3,6.8,23.3,12.3,26.2,21.1,24.7,19.3,15.3,25.2,20.5,37.9,4.2
04019,13.0,30.1,5.2,23.6,9.5,15.7,11.6,19.2,12.8,9.3,21.6,17.3,32.2,2.9
04021,14.0,31.6,5.4,20.6,10.9,18.3,11.6,20.7,14.1,9.4,24.4,17.4,38.7,3.0
04023,26.5,31.3,5.9,16.6,13.2,27.4,19.8,26.9,21.5,13.2,30.3,15.8,34.8,3.3
04025,11.8,27.0,5.1,21.6,8.0,13.8,10.1,17.6,11.8,8.0,19.9,16.8,27.6,2.8
04027,24.1,31.6,6.1,18.6,12.9,26.3,18.9,26.4,20.6,12.3,27.7,16.2,39.0,3.4
05001,11.8,39.3,6.5,24.7,12.1,21.9,13.9,24.9,17.5,11.1,33.7,20.9,39.0,3.6
05003,13.7,42.1,7.3,27.4,14.2,26.5,19.3,29.2,20.1,13.3,39.4,21.9,45.2,4.2
05005,10.7,36.2,6.8,28.7,10.3,17.3,11.1,23.2,13.6,9.5,29.8,20.6,38.2,3.4
05007,11.0,31.7,5.3,23.8,9.8,13.2,6.6,18.8,11.3,7.3,25.4,16.7,35.1,2.7
05009,10.0,34.6,6.3,26.9,10.4,16.0,9.2,21.4,12.9,8.6,28.9,20.2,40.8,3.2
05011,16.1,42.9,7.2,24.3,14.3,27.8,19.6,29.6,21.7,13.8,38.6,20.7,42.6,4.2
05013,10.9,38.5,6.1,24.6,11.3,18.2,11.2,22.5,15.0,9.7,31.5,19.7,39.1,3.4
05015,14.8,37.4,6.8,25.7,11.4,19.8,11.7,24.6,15.7,10.2,34.5,19.7,37.7,3.4
05017,15.3,46.1,7.4,22.7,16.1,32.2,23.9,31.5,25.0,16.1,39.8,20.7,47.4,4.8
05019,11.0,41.6,6.8,26.0,12.9,21.6,14.9,24.9,17.3,11.5,33.1,20.3,43.2,3.8
05021,11.6,36.8,6.9,28.5,11.1,18.6,11.9,24.3,14.2,9.8,33.5,21.1,40.2,3.5
05023,11.0,35.5,6.7,27.3,10.7,17.5,10.9,23.8,13.4,9.3,31.3,20.9,38.0,3.4
05025,10.8,39.4,6.7,26.3,11.6,18.8,12.5,23.9,15.0,10.2,32.4,20.7,42.2,3.6
05027,11.6,41.8,6.8,24.2,13.5,25.0,17.3,26.2,19.7,12.6,34.6,20.5,39.9,4.0
05029,11.8,40.5,7.1,26.3,12.4,21.6,14.8,25.9,16.5,11.2,34.5,20.9,41.1,3.8
05031,10.7,38.5,6.4,26.5,11.2,18.7,12.3,23.4,15.3,10.2,30.9,19.7,39.6,3.4
05033,12.1,37.4,6.6,27.1,10.9,18.7,11.1,23.7,14.5,9.7,29.9,20.3,38.7,3.3
05035,12.7,44.7,6.9,24.4,14.8,29.6,21.8,29.2,23.7,14.8,38.0,21.0,46.8,4.4
05037,12.7,41.5,7.2,26.4,13.4,24.8,17.7,27.7,19.1,12.7,36.9,21.4,44.8,4.1
05039,11.8,41.3,6.2,23.6,12.7,22.9,14.8,25.1,19.1,11.7,35.0,20.2,42.1,3.8
05041,16.8,46.7,8.1,24.5,17.1,36.6,29.1,34.8,27.4,18.2,44.3,22.7,46.6,5.2
05043,12.6,41.8,7.1,25.0,13.5,24.6,17.2,26.7,19.2,12.5,35.1,20.7,45.0,4.0
05045,9.3,36.0,5.9,26.3,10.9,15.3,9.2,19.9,13.0,8.6,27.1,18.7,41.1,3.1
05047,12.1,38.5,7.1,28.5,11.7,19.8,13.1,26.2,15.2,10.5,33.5,21.6,39.8,3.7
05049,12.2,39.6,7.7,28.8,12.4,21.9,15.5,26.9,15.8,11.4,34.5,22.0,39.7,3.9
05051,11.0,37.8,6.4,25.9,11.1,17.9,10.9,22.7,15.1,9.6,28.3,19.8,39.3,3.3
05053,9.7,35.2,6.0,26.0,9.8,14.3,8.2,20.4,11.9,7.9,28.0,19.2,36.6,3.0
05055,11.5,39.3,6.8,28.5,11.0,18.6,11.8,24.5,14.3,9.8,33.9,20.9,42.3,3.5
05057,14.9,40.5,6.8,23.2,13.6,25.9,17.1,27.3,20.7,12.9,38.0,20.5,45.8,4.0
05059,11.7,38.5,6.8,24.7,11.6,19.9,12.5,24.4,15.6,10.5,32.8,20.1,36.9,3.6
05061,13.1,39.0,6.6,25.5,12.5,22.3,14.4,25.4,18.0,11.4,34.4,20.5,39.7,3.7
05063,12.1,37.2,6.8,27.0,11.4,19.2,12.0,24.2,14.7,9.9,34.1,20.5,42.0,3.5
05065,12.6,39.5,7.6,27.5,12.0,21.3,14.2,27.0,15.7,11.1,34.4,21.2,41.4,3.8
05067,13.7,41.4,7.7,26.9,13.7,26.5,18.5,29.2,19.7,13.2,38.5,21.9,43.9,4.2
05069,12.5,47.2,6.8,22.3,15.1,28.4,20.3,27.7,23.7,14.5,37.0,20.2,46.3,4.4
05071,14.4,38.2,7.2,26.2,12.4,22.1,14.0,26.6,16.5,11.1,35.7,20.6,37.5,3.7
05073,15.1,43.9,7.9,26.0,15.3,31.5,24.0,32.2,23.5,15.8,40.4,22.4,46.3,4.7
05075,12.1,39.1,7.3,28.5,12.0,20.6,14.1,26.5,15.6,10.9,34.8,21.9,44.1,3.8
05077,16.0,47.8,8.2,21.9,17.1,34.6,26.4,33.6,26.1,17.3,41.2,21.2,47.0,5.2
05079,14.7,42.9,7.4,21.9,13.5,24.7,16.0,27.8,19.2,12.6,36.1,19.5,42.8,4.1
05081,11.4,39.7,6.7,26.0,12.4,22.1,14.8,24.7,17.1,11.3,34.6,20.7,41.3,3.8
05083,11.3,38.2,6.7,27.3,11.3,18.4,11.6,24.0,14.1,9.8,31.7,20.6,37.7,3.5
05085,10.1,36.5,5.8,26.2,10.1,15.5,8.6,21.2,12.9,8.3,30.3,19.5,35.7,3.0
05087,13.1,38.4,6.9,26.9,11.3,20.1,12.3,25.5,15.2,10.3,33.4,21.0,40.6,3.5
05089,11.6,35.1,7.0,27.7,11.1,18.7,11.9,24.4,14.2,10.0,31.3,21.2,37.8,3.5
05091,12.6,40.8,7.0,25.3,13.1,24.7,17.3,26.9,19.0,12.5,36.6,21.2,38.0,4.0
05093,12.9,43.4,7.0,25.4,13.4,26.0,18.2,27.8,20.3,13.1,35.8,21.0,46.7,4.1
05095,13.3,43.8,7.1,24.8,14.3,27.5,20.1,28.9,21.6,14.1,36.8,21.5,43.7,4.3
05097,12.0,37.4,7.1,27.8,11.4,19.4,12.5,24.8,14.6,10.3,32.6,21.2,41.1,3.6
05099,13.3,43.7,7.4,25.8,14.2,27.6,20.4,29.0,21.3,14.0,38.3,21.9,44.1,4.4
05101,11.0,37.7,6.8,27.2,10.9,17.4,10.7,23.6,13.5,9.4,31.1,20.8,38.7,3.4
05103,11.9,42.7,6.9,24.6,13.9,25.6,17.9,27.2,20.3,13.0,35.8,21.2,43.4,4.1
05105,11.0,36.7,6.6,26.7,10.8,17.6,11.0,23.2,13.7,9.4,32.0,20.3,38.6,3.4
05107,14.3,49.0,7.8,24.0,17.2,36.0,29.6,33.7,27.6,18.4,41.9,22.4,48.6,5.2
05109,12.0,38.0,6.8,27.1,11.4,19.2,12.0,24.4,15.0,10.1,32.4,20.4,38.2,3.5
05111,13.1,38.2,7.3,27.9,12.1,22.6,15.8,27.1,16.8,11.8,37.1,21.9,41.3,3.9
05113,12.5,37.2,7.1,26.8,11.8,20.1,13.1,25.1,15.1,10.7,33.5,21.1,40.2,3.6
05115,12.5,36.3,6.7,25.1,11.4,19.1,11.8,24.4,14.8,9.9,33.2,20.0,45.3,3.4
05117,11.3,38.6,6.6,25.8,11.3,18.9,12.1,23.9,14.7,10.0,32.1,20.4,40.5,3.5
05119,10.5,39.5,5.8,23.6,11.5,19.1,12.3,21.8,16.4,10.6,28.4,18.3,40.6,3.4
05121,12.2,38.4,7.3,28.1,12.2,21.1,14.5,26.6,15.9,11.1,36.1,21.9,41.4,3.8
05123,15.4,46.6,7.9,22.2,16.6,33.1,24.9,31.8,25.2,16.6,41.2,20.9,47.9,5.0
05125,9.6,35.5,5.7,25.6,9.5,14.4,8.0,20.0,12.2,7.9,27.8,18.4,34.4,2.9
05127,13.2,37.6,7.0,26.7,11.7,20.0,12.3,25.5,15.4,10.4,34.6,20.8,37.2,3.6
05129,13.0,39.4,7.8,28.5,12.5,22.2,15.7,27.9,16.2,11.7,35.3,22.1,39.7,4.0
05131,13.3,37.3,6.5,25.5,11.5,19.2,11.5,24.2,15.3,10.2,32.5,19.9,36.4,3.4
05133,21.2,37.6,7.6,24.5,13.7,27.7,16.8,30.6,20.9,13.4,40.0,20.1,41.5,4.0
05135,11.9,37.6,7.2,28.4,11.7,20.3,13.5,26.3,15.2,10.7,34.7,21.7,39.5,3.7
05137,12.2,37.7,7.5,28.0,12.0,21.4,14.6,26.8,15.7,11.1,34.4,21.5,40.1,3.8
05139,11.9,41.0,6.7,24.7,13.0,23.6,16.0,26.0,18.6,12.0,34.5,20.1,39.4,3.9
05141,12.4,37.6,7.3,27.3,11.5,20.4,13.8,25.5,15.2,10.8,33.8,21.3,39.5,3.7
05143,12.8,36.4,6.1,24.2,10.7,17.1,9.7,21.6,14.2,9.2,28.4,18.3,36.7,3.1
05145,11.4,37.1,6.7,27.1,10.9,19.4,11.7,23.6,14.2,9.8,31.6,20.6,40.0,3.5
05147,13.3,41.4,7.4,26.6,13.7,26.4,19.2,29.1,19.8,13.3,37.7,21.9,39.3,4.3
05149,16.1,38.3,6.9,26.1,12.2,21.3,12.9,26.2,16.5,10.9,34.0,20.2,41.9,3.5
06001,7.2,26.5,4.3,18.9,10.1,14.2,11.6,17.5,11.9,7.7,20.1,15.5,22.5,2.5
06003,6.3,27.9,5.1,23.5,8.5,12.4,11.0,17.2,11.6,8.0,18.0,17.9,28.7,2.7
06005,8.1,29.3,5.2,23.2,8.6,13.3,12.0,18.5,12.2,8.0,20.5,18.4,29.5,2.8
06007,8.4,30.5,5.7,26.0,9.9,16.9,17.5,21.3,14.6,9.7,22.7,19.6,30.6,3.1
06009,7.9,28.2,5.5,25.6,9.1,14.9,15.0,20.1,13.3,8.8,22.2,19.7,29.8,3.0
06011,18.0,29.6,5.9,21.9,12.2,25.0,22.0,27.5,21.2,12.4,29.8,18.8,35.3,3.3
06013,8.1,27.5,4.5,19.7,9.6,13.8,11.5,17.6,12.4,7.9,22.7,16.2,27.8,2.6
06015,10.1,30.8,5.9,24.3,10.2,18.9,18.1,23.1,15.9,10.6,24.2,19.8,30.9,3.3
06017,6.2,26.5,4.7,23.9,8.0,11.3,10.1,16.3,10.5,6.9,17.9,17.5,27.4,2.5
06019,14.6,31.4,6.0,21.3,12.4,25.1,22.5,27.6,19.8,12.3,31.0,18.4,37.9,3.4
06021,14.1,29.5,5.9,23.2,11.1,21.8,19.9,25.1,18.3,11.3,27.3,19.3,32.4,3.2
06023,7.7,29.9,5.9,26.8,10.0,17.5,18.2,21.7,14.5,10.1,23.2,20.7,32.1,3.2
06025,22.2,32.5,6.3,20.0,14.6,31.3,28.7,32.4,25.5,15.5,35.1,18.2,35.2,3.6
06027,8.4,27.8,5.2,23.8,9.4,15.0,13.8,19.7,13.5,8.9,21.1,18.5,28.5,2.8
06029,16.7,32.2,6.3,22.6,13.3,26.8,25.7,28.2,21.8,13.6,32.1,19.9,36.2,3.6
06031,17.3,32.0,6.3,20.7,12.9,26.5,24.2,28.1,21.7,13.4,31.0,19.0,34.9,3.5
06033,10.9,32.0,6.1,25.6,10.7,20.1,20.5,24.3,17.0,11.1,25.9,20.4,32.8,3.4
06035,11.9,31.5,6.2,23.1,10.6,19.9,19.1,24.6,16.7,11.0,25.6,19.8,34.3,3.4
06037,11.8,28.4,4.8,19.3,11.6,21.0,18.2,23.6,17.7,10.3,25.7,16.6,26.4,3.0
06039,18.1,31.8,6.4,21.9,12.8,28.5,26.6,30.2,22.8,14.2,31.6,20.1,36.7,3.6
06041,6.2,25.2,4.3,22.1,7.5,9.8,8.5,15.0,9.5,6.2,16.6,15.8,21.3,2.3
06043,7.9,29.0,5.5,25.0,9.4,15.0,15.2,20.2,13.3,8.8,22.0,19.3,30.9,3.0
06045,10.9,31.0,5.9,24.5,10.4,19.9,18.8,23.0,16.8,10.7,24.2,19.9,29.5,3.2
06047,18.3,31.8,6.2,21.3,13.3,28.7,25.6,29.8,23.0,13.8,33.7,18.8,34.3,3.5
06049,9.3,30.9,6.1,26.5,10.3,18.7,19.8,23.3,15.5,10.6,24.6,20.7,32.3,3.4
06051,8.6,27.8,5.2,23.4,8.9,13.9,12.5,18.8,12.7,8.1,20.8,17.9,30.9,2.7
06053,16.2,30.3,5.6,19.4,11.6,22.6,19.4,25.4,19.0,11.5,26.7,17.1,31.4,3.1
06055,10.2,27.7,4.9,21.8,9.3,15.0,12.7,19.4,13.5,8.4,22.2,16.8,28.2,2.6
06057,6.1,28.1,5.0,25.3,8.0,11.6,11.6,16.8,10.8,7.3,18.2,18.4,27.6,2.7
06059,9.2,26.4,4.8,19.4,10.1,15.5,12.3,19.9,13.1,8.0,23.4,16.6,23.9,2.6
06061,5.9,27.4,4.4,22.5,7.9,10.7,9.3,15.4,10.0,6.6,17.9,16.8,27.2,2.4
06063,7.0,29.4,5.5,26.3,9.0,14.1,14.2,19.6,12.7,8.6,21.2,20.2,30.1,3.0
06065,13.0,31.2,5.4,22.0,11.3,21.0,17.3,23.9,18.7,10.6,26.9,17.6,37.0,3.0
06067,8.8,28.9,5.1,22.7,10.3,16.6,16.0,21.4,14.7,9.5,21.1,17.9,29.5,3.0
06069,14.3,28.5,5.0,20.3,10.5,19.2,15.0,22.6,16.9,9.8,25.0,16.9,31.3,2.7
06071,14.4,31.6,5.6,19.5,11.8,23.1,20.6,25.6,18.9,11.5,26.4,17.7,33.3,3.2
06073,8.7,27.4,4.7,21.2,9.4,15.2,13.8,18.4,13.8,8.3,20.4,16.6,25.4,2.6
06075,6.2,25.1,4.3,19.8,9.3,12.3,9.6,16.1,9.7,6.8,18.5,14.3,17.1,2.4
06077,13.0,29.3,5.4,19.7,11.7,21.4,18.1,24.1,17.4,10.9,25.9,17.4,30.6,3.1
06079,8.0,28.2,5.0,23.7,8.6,13.8,12.6,18.2,12.4,8.0,19.6,17.7,27.6,2.7
06081,6.9,25.7,4.2,18.7,9.0,12.0,8.7,16.1,10.0,6.5,19.3,13.9,22.0,2.3
06083,12.1,29.4,5.3,21.8,10.3,18.6,16.6,22.4,15.9,9.9,24.2,17.5,27.6,2.9
06085,6.9,25.7,4.1,17.9,9.8,11.8,8.6,15.8,10.1,6.5,21.8,14.0,21.9,2.3
06087,9.2,27.7,5.0,23.3,9.0,14.5,12.7,19.3,12.9,8.3,20.4,17.4,26.8,2.7
06089,7.4,30.4,5.5,25.6,9.4,15.0,15.3,20.5,13.1,9.0,20.8,20.3,29.3,3.0
06091,8.6,30.8,6.1,26.0,10.1,17.4,18.8,22.7,14.4,9.9,24.0,20.4,32.4,3.3
06093,8.2,30.3,5.9,26.2,9.9,17.2,18.1,22.1,14.7,10.0,23.4,20.6,32.0,3.2
