county_fips,places_access2,places_bphigh,places_chd,places_depression,places_diabetes,places_foodinsecu,places_foodstamp,places_ghlth,places_housinsecu,places_lacktrpt,places_lpa,places_mhlth,places_obesity,places_stroke
29111,10.3,33.8,6.4,26.9,10.9,16.6,13.8,22.8,13.9,9.8,31.8,20.2,38.2,3.4
29113,8.9,31.7,5.7,25.3,9.9,12.4,9.5,19.1,11.7,7.9,28.1,19.0,39.4,3.0
29115,10.1,33.0,6.2,26.7,10.5,15.5,12.9,22.0,13.2,9.3,30.9,19.8,35.9,3.3
29117,9.8,33.5,6.0,27.4,10.5,15.9,13.3,21.7,13.7,9.4,30.6,20.4,39.6,3.3
29119,14.7,36.8,7.5,27.3,13.5,23.7,20.2,28.2,18.9,13.1,37.4,21.4,42.7,4.1
29121,9.0,32.2,5.8,25.5,9.9,13.4,10.4,20.1,12.0,8.3,29.2,19.2,34.6,3.1
29123,10.1,33.2,6.1,26.7,10.6,15.0,11.9,21.5,13.0,9.0,30.4,19.7,37.5,3.2
29125,10.0,33.0,6.1,26.9,10.3,15.0,11.9,21.4,12.9,9.0,30.7,20.0,37.9,3.2
29127,9.2,33.7,5.9,26.1,10.6,14.5,11.8,20.6,12.8,8.9,30.0,19.3,39.8,3.2
29129,11.4,35.4,6.7,27.4,11.8,17.9,15.4,23.8,14.8,10.5,33.2,20.4,41.4,3.6
29131,9.7,33.1,6.2,27.2,10.6,15.0,12.2,21.3,12.9,9.0,29.6,19.8,37.3,3.3
29133,13.2,40.0,7.4,26.0,14.1,25.2,23.5,29.4,20.2,14.0,39.8,21.2,47.7,4.3
29135,10.7,32.5,5.9,25.6,10.2,14.5,10.9,20.9,12.8,8.7,29.5,19.1,39.1,3.1
29137,10.3,33.7,6.4,27.2,11.0,16.3,13.7,22.4,13.8,9.7,31.1,20.2,38.0,3.4
29139,10.2,34.0,6.3,26.6,10.9,15.9,13.2,22.3,13.5,9.5,31.6,20.1,37.1,3.4
29141,12.0,34.7,6.9,28.2,11.6,18.6,15.8,25.1,15.0,10.8,34.1,20.8,38.2,3.7
29143,11.9,37.4,6.8,27.2,12.7,22.0,19.8,26.2,17.6,12.4,36.9,21.2,43.0,4.0
29145,10.5,33.5,6.2,26.1,11.1,15.9,12.5,21.3,13.6,9.5,29.9,19.5,38.9,3.3
29147,8.7,33.3,6.1,26.4,10.4,13.8,11.1,20.1,12.4,8.6,28.3,19.0,39.5,3.1
29149,11.6,36.1,7.3,27.9,12.5,20.5,18.9,26.2,16.2,11.8,34.4,21.6,41.2,3.9
29151,8.1,31.3,5.5,25.3,9.2,11.4,8.5,18.0,10.6,7.3,26.5,18.4,35.6,2.8
29153,12.4,36.7,7.6,28.4,12.5,20.9,19.3,27.2,16.6,12.1,35.5,22.0,42.3,4.0
29155,13.6,40.1,7.7,26.8,14.9,27.9,27.1,30.8,21.6,15.2,40.5,22.0,44.9,4.6
29157,9.5,32.6,5.8,25.9,9.9,13.7,10.6,20.1,12.0,8.3,29.1,19.0,36.0,3.1
29159,11.0,32.4,6.0,25.4,10.8,15.7,12.3,22.0,14.1,9.3,30.9,19.2,36.3,3.2
29161,9.1,33.9,6.2,26.5,10.9,14.5,11.9,21.3,12.4,9.0,29.1,18.7,36.2,3.2
29163,11.1,35.6,6.6,25.1,11.3,17.2,14.6,23.2,14.6,10.1,31.9,19.8,38.3,3.5
29165,7.2,30.9,4.8,23.4,8.8,9.7,6.8,15.1,9.8,6.6,22.1,16.1,36.7,2.5
29167,10.2,34.2,6.5,27.1,11.2,16.5,14.0,22.8,13.8,9.8,32.1,20.1,39.5,3.5
29169,10.3,34.1,5.8,24.0,10.9,15.1,11.5,20.6,13.8,9.1,29.1,17.9,38.4,3.2
29171,9.3,33.1,6.0,26.2,10.2,13.8,10.9,20.2,12.3,8.6,29.1,19.3,35.1,3.1
29173,9.5,33.7,6.1,26.8,10.4,14.5,11.8,20.9,12.6,8.8,29.9,19.8,39.7,3.2
29175,10.1,34.1,6.3,26.2,11.0,16.1,13.5,22.2,13.8,9.8,30.7,19.8,37.6,3.4
29177,9.6,33.9,6.0,26.4,10.6,14.3,11.3,20.8,12.6,8.7,31.3,19.7,39.3,3.2
29179,11.6,35.0,7.1,27.5,11.8,18.8,16.3,25.1,15.1,10.9,33.8,20.9,41.0,3.8
29181,11.8,35.9,7.4,28.5,12.5,20.1,18.6,26.7,16.0,11.7,35.4,21.8,41.1,3.9
29183,6.7,28.4,4.6,23.5,8.8,8.8,5.8,14.4,9.0,6.0,22.2,16.1,35.5,2.4
29185,11.0,35.8,6.9,27.6,11.8,17.8,15.5,24.4,14.6,10.5,33.7,20.7,37.7,3.6
29186,8.9,33.1,5.8,25.9,9.8,12.9,10.0,19.4,11.8,8.1,28.2,18.9,37.1,3.0
29187,10.8,36.1,6.6,26.5,11.4,17.2,14.3,23.6,14.5,10.1,33.4,20.1,40.3,3.5
29189,7.3,32.5,4.8,23.6,9.6,12.6,9.7,16.8,12.6,8.0,24.2,17.1,31.5,2.8
29195,11.2,33.0,6.0,25.3,11.2,16.2,12.4,21.7,14.2,9.6,31.5,18.7,39.2,3.2
29197,8.9,32.6,5.7,25.7,9.8,12.8,9.7,19.7,11.6,8.0,29.3,19.4,39.0,3.0
29199,11.1,33.0,6.3,26.5,10.4,15.5,12.5,22.6,13.1,9.3,31.5,20.2,37.7,3.3
29201,10.2,35.1,6.2,25.7,11.1,18.0,15.2,22.3,15.7,10.2,34.7,19.6,38.2,3.4
29203,10.9,34.4,6.6,26.9,11.2,17.3,14.3,23.3,14.2,10.1,31.9,20.5,36.8,3.5
29205,10.6,35.6,6.9,27.1,11.5,17.7,15.9,23.8,14.5,10.5,32.7,20.6,40.6,3.6
29207,11.3,34.4,6.7,27.6,11.3,18.0,15.2,25.0,14.4,10.3,33.2,20.7,37.6,3.6
29209,9.4,33.5,6.1,26.5,10.3,14.2,11.7,20.8,12.6,8.8,29.2,19.4,41.1,3.2
29211,14.1,34.5,6.5,25.4,11.9,18.7,14.5,24.0,15.9,10.5,33.4,19.5,40.4,3.4
29213,10.1,33.5,6.1,25.8,10.6,15.1,12.0,20.9,13.2,9.1,29.4,19.2,36.4,3.2
29215,11.8,37.9,7.2,26.8,12.7,19.8,17.8,26.0,15.9,11.6,34.5,20.9,42.2,3.9
29217,10.7,34.8,6.8,28.1,11.5,17.7,15.3,24.0,14.5,10.5,32.5,20.8,38.1,3.6
29219,9.4,32.9,5.7,26.0,10.0,13.3,10.0,19.9,12.1,8.2,29.6,19.2,38.7,3.0
29221,11.6,36.1,7.2,27.4,12.2,19.4,17.1,25.6,15.6,11.2,33.8,21.2,41.3,3.8
29223,12.4,36.4,7.5,28.1,12.6,21.4,19.6,27.1,16.7,12.1,36.0,22.0,41.3,4.0
29225,10.0,33.9,6.4,26.8,10.6,15.2,12.3,22.0,13.1,9.2,30.1,19.8,41.5,3.3
29227,9.9,34.8,6.5,26.8,11.2,16.2,13.9,22.5,13.5,9.6,31.9,20.2,40.7,3.4
29229,12.1,35.6,7.2,28.1,12.5,20.6,18.7,26.4,16.2,11.7,36.3,21.6,42.1,3.9
29510,9.1,36.6,5.8,23.9,12.7,19.7,17.0,22.1,18.2,11.6,26.9,18.4,37.0,3.8
30001,10.1,28.9,5.5,25.6,8.4,12.6,9.1,17.3,10.3,8.0,19.9,18.4,29.3,2.9
30003,14.5,33.5,7.4,25.6,13.8,30.1,23.6,28.8,22.1,18.7,28.0,22.9,35.8,4.6
30005,12.3,33.1,6.7,25.2,12.3,23.7,17.5,25.1,17.5,14.6,26.6,21.1,41.6,4.0
30007,9.7,28.4,5.2,24.7,7.8,11.1,7.6,16.5,9.5,7.2,19.8,18.4,30.3,2.8
30009,9.2,30.6,5.2,25.2,8.2,11.1,7.8,16.7,9.4,7.3,19.9,18.0,32.6,2.8
30011,10.2,29.8,5.6,26.1,8.5,13.1,9.8,18.7,10.6,8.4,21.9,19.5,33.2,3.1
30013,10.2,30.1,5.3,28.1,8.8,13.6,9.6,19.4,10.5,8.2,22.5,20.0,35.9,3.0
30015,10.9,30.8,5.6,25.5,9.5,16.4,11.3,19.7,12.9,10.1,22.7,20.1,35.8,3.2
30017,9.5,28.9,5.3,25.2,8.5,12.3,8.7,17.3,10.0,7.8,22.2,18.4,32.7,2.9
30019,9.6,28.4,5.3,24.7,8.2,11.8,8.2,16.8,9.9,7.7,20.3,18.5,34.0,2.8
30021,9.5,28.2,5.1,24.5,8.2,10.9,7.4,16.5,9.4,7.3,21.1,18.4,33.0,2.8
30023,11.5,30.5,6.1,26.0,9.5,15.3,11.9,20.2,12.0,9.4,23.1,19.6,32.2,3.3
30025,9.5,27.9,5.3,25.1,8.3,11.8,8.4,17.4,9.8,7.6,22.0,19.2,31.4,2.9
30027,9.8,29.7,5.5,25.1,8.4,12.9,9.5,17.6,10.5,8.0,21.7,18.7,31.2,3.0
30029,9.3,26.1,5.0,25.0,7.4,10.7,7.4,16.4,9.4,7.2,18.1,17.2,30.8,2.7
30031,8.2,25.2,4.6,22.4,7.2,8.6,5.8,13.5,7.5,6.2,14.5,16.3,24.0,2.5
30033,9.8,28.7,5.5,26.6,8.5,12.6,9.4,17.9,10.3,8.0,22.2,19.5,30.7,3.0
30035,14.6,34.8,7.9,26.0,14.5,32.4,26.8,30.8,22.7,20.0,32.0,23.7,39.9,5.0
30037,11.9,30.9,6.0,26.5,9.5,16.2,12.5,20.9,12.5,9.8,24.3,20.4,32.8,3.3
30039,10.5,29.4,5.5,24.7,8.4,12.9,9.5,18.0,10.4,8.1,21.4,18.7,30.6,3.0
30041,11.7,33.8,6.4,26.8,10.9,19.0,14.7,22.7,14.3,11.7,24.8,21.0,39.0,3.6
30043,8.8,26.5,4.8,24.3,7.6,10.1,6.5,15.5,8.6,6.7,19.6,17.5,32.1,2.6
30045,10.2,30.3,5.9,25.9,9.0,13.6,10.5,18.6,10.8,8.5,22.3,19.1,31.7,3.2
30047,10.8,29.3,5.8,26.7,9.3,16.6,12.1,19.8,13.3,10.8,21.9,19.8,33.2,3.3
30049,8.4,25.9,4.7,27.0,7.5,10.0,6.9,15.3,8.3,6.7,17.3,18.1,30.8,2.6
30051,12.4,31.8,6.5,27.2,9.9,18.2,15.4,22.8,13.2,10.8,25.4,20.8,34.5,3.6
30053,11.8,31.7,6.1,27.4,9.4,15.6,12.7,20.5,12.2,9.6,24.0,20.4,37.6,3.4
30055,9.1,28.7,5.0,24.6,7.7,10.5,7.1,16.1,9.2,7.0,20.0,18.4,32.9,2.7
30057,9.3,26.8,4.9,23.9,7.3,10.2,6.8,15.4,9.1,6.8,17.3,17.7,28.6,2.6
30059,9.6,28.1,5.3,25.3,8.3,11.9,8.6,17.0,9.9,7.6,20.7,18.4,32.6,2.9
30061,10.6,29.3,5.7,26.1,8.8,14.0,10.4,18.5,11.1,8.5,22.3,19.0,35.8,3.1
30063,8.5,25.4,4.8,26.7,7.9,10.1,7.1,15.3,9.0,6.9,16.5,17.8,26.9,2.6
30065,11.3,29.8,5.7,25.5,9.0,14.4,10.4,19.2,11.3,8.7,24.3,19.2,35.3,3.1
30067,8.7,27.3,5.2,24.2,7.9,10.9,8.0,16.3,9.2,7.2,20.4,17.9,30.0,2.8
30069,9.6,28.5,5.3,24.4,8.2,11.6,8.2,16.7,9.7,7.5,20.6,18.3,32.9,2.8
30071,10.0,28.1,5.6,26.0,8.8,13.7,10.1,18.3,11.5,8.9,22.7,19.6,39.0,3.1
30073,12.3,31.0,6.4,26.8,10.5,19.7,15.1,23.1,14.6,11.6,27.1,21.0,37.5,3.7
30075,10.1,27.1,5.1,24.4,8.0,11.7,7.9,16.6,9.8,7.5,19.7,18.5,30.6,2.8
30077,11.6,30.2,6.0,23.0,9.2,14.0,9.7,19.4,11.2,8.8,23.7,18.3,35.6,3.2
30079,13.2,30.8,6.6,26.2,10.2,18.7,15.4,22.7,14.0,11.2,26.5,20.9,34.0,3.6
30081,9.8,26.1,4.9,24.4,7.3,10.7,7.3,16.3,9.0,7.0,18.3,17.8,31.7,2.7
30083,9.6,27.6,5.1,23.8,7.7,10.5,7.0,16.2,9.2,7.0,22.3,17.8,37.6,2.7
30085,13.1,35.4,7.3,26.9,13.5,28.1,22.2,28.2,20.5,17.4,29.5,22.7,41.3,4.5
30087,12.7,35.2,6.7,25.4,11.5,23.3,17.4,24.3,16.7,13.8,26.4,21.6,39.8,3.8
30089,11.7,29.1,6.2,26.0,9.0,15.7,12.3,20.4,12.0,9.6,23.1,19.9,34.8,3.4
30091,10.7,29.5,5.4,25.6,8.4,12.9,9.2,17.9,10.5,8.1,21.6,18.8,35.4,2.9
30093,10.4,29.1,5.6,26.0,8.7,13.8,10.0,19.2,10.7,8.4,21.3,19.6,32.8,3.0
30095,9.4,27.2,4.9,24.7,7.7,10.5,7.1,15.8,9.1,6.9,19.0,17.8,29.9,2.7
30097,9.3,27.5,5.0,25.1,7.7,10.9,7.4,15.8,9.4,7.1,19.6,18.4,29.7,2.7
30099,10.1,28.1,5.4,25.5,8.3,12.6,9.1,17.7,10.3,8.0,21.9,19.2,31.3,2.9
30101,13.4,31.4,6.5,23.7,10.3,17.3,13.5,22.2,13.0,10.4,25.9,19.6,35.4,3.6
30103,9.6,28.9,5.3,25.1,8.3,12.4,8.9,17.2,10.3,8.0,20.7,18.4,34.1,2.9
30105,9.9,31.4,5.5,25.3,8.6,13.6,9.6,18.4,11.2,8.7,22.3,19.5,33.2,3.1
30107,12.3,30.9,6.2,26.8,9.6,16.8,13.0,21.4,12.7,9.8,24.6,20.3,32.3,3.4
30109,10.1,29.4,5.5,25.9,8.6,13.2,9.6,18.1,10.6,8.2,21.9,19.2,33.1,3.0
30111,9.2,28.3,4.9,28.2,8.2,11.9,7.9,17.4,9.8,7.6,20.0,18.6,34.0,2.8
31001,10.2,31.4,5.6,20.6,9.9,13.2,9.5,16.9,10.2,7.1,25.8,15.0,41.9,2.8
31003,9.3,30.6,5.4,18.2,9.6,12.3,9.0,15.5,9.8,6.8,26.0,15.5,43.0,2.8
31005,7.6,30.7,5.6,19.1,9.3,11.5,8.9,15.1,9.0,6.7,24.5,15.4,42.4,2.9
31007,9.6,29.1,5.2,18.3,9.0,11.7,8.1,14.8,9.5,6.5,24.6,14.8,38.1,2.6
31009,8.6,30.9,5.5,19.2,9.4,12.4,9.5,15.8,9.7,7.0,26.3,15.9,38.8,2.8
31011,9.8,29.4,5.5,18.4,9.4,12.7,9.4,15.5,10.0,7.0,26.8,15.2,33.4,2.9
31013,11.2,30.8,5.7,17.9,10.4,14.8,10.5,17.7,11.5,7.9,28.7,15.6,39.0,3.0
31015,9.3,31.6,5.8,18.2,10.0,13.5,10.2,16.5,10.3,7.4,26.9,15.8,38.7,3.0
31017,10.7,31.4,5.7,18.6,9.9,14.2,10.4,16.8,10.9,7.6,26.8,15.8,41.0,3.0
31019,9.4,31.1,5.3,18.3,9.1,12.3,8.5,15.2,9.6,6.7,23.7,14.9,38.9,2.7
31021,9.3,31.8,5.6,18.9,9.7,13.4,10.0,16.0,10.4,7.3,26.7,15.8,40.6,2.9
31023,9.4,28.8,5.2,17.4,8.8,11.6,8.0,15.3,9.4,6.5,25.6,15.0,38.6,2.7
31025,8.1,29.2,5.0,19.1,8.6,10.1,7.0,13.4,8.5,5.9,23.8,14.6,39.6,2.5
31027,8.1,28.3,5.1,17.4,8.4,10.4,7.2,14.0,8.6,6.0,23.3,14.8,40.5,2.6
31029,11.9,29.4,5.5,17.7,9.7,14.0,9.7,16.3,10.9,7.4,27.7,14.9,37.3,2.9
31031,9.0,30.5,5.8,18.5,10.1,13.5,10.3,16.5,10.5,7.7,26.3,15.8,40.9,3.0
31033,10.2,30.8,5.7,18.4,9.9,13.9,10.3,16.6,10.7,7.5,27.9,15.8,34.8,3.0
31035,10.1,29.6,5.4,17.9,9.3,12.6,9.0,15.8,10.1,6.9,25.9,15.1,40.1,2.8
31037,20.7,29.6,5.8,14.3,11.9,19.8,12.6,20.2,15.6,9.6,31.8,14.0,39.0,3.1
31039,10.8,30.9,5.4,18.0,9.5,13.3,9.2,16.0,10.6,7.0,26.5,15.1,41.2,2.8
31041,8.7,30.9,5.4,18.0,9.3,11.8,8.7,14.6,9.6,6.7,26.0,15.3,40.2,2.8
31043,17.9,30.0,5.7,16.0,11.9,19.9,13.0,20.0,15.5,9.5,32.7,14.6,44.6,3.1
31045,8.2,30.3,5.4,18.8,9.6,12.2,9.1,15.7,9.8,7.0,25.5,15.3,38.3,2.8
31047,18.5,31.8,5.9,15.8,11.9,19.9,13.1,20.3,15.3,9.5,32.0,14.4,41.4,3.1
31049,10.2,30.9,5.6,19.1,9.7,13.5,9.8,16.2,10.5,7.3,26.3,15.7,39.8,2.9
31051,12.7,29.8,5.8,17.1,10.1,15.2,10.8,17.7,11.6,7.9,29.2,15.2,43.6,3.0
31053,12.8,29.7,5.5,17.3,10.0,14.6,10.3,17.2,11.2,7.7,27.2,14.7,40.3,2.9
31055,10.4,29.4,5.0,18.9,9.3,13.3,9.2,15.5,10.9,7.2,21.9,14.8,36.9,2.8
31057,9.9,31.1,5.6,18.8,9.9,13.6,10.0,16.5,10.7,7.5,26.6,15.7,37.4,2.9
31059,8.8,29.4,5.2,18.1,9.2,11.3,8.0,15.0,9.2,6.4,26.2,15.0,42.0,2.7
31061,9.5,32.3,6.0,19.9,10.1,14.2,11.3,17.5,10.8,7.8,27.6,16.5,39.7,3.1
31063,8.7,29.6,5.3,18.2,9.0,11.7,8.5,15.2,9.4,6.6,24.7,15.4,38.7,2.8
31065,10.1,31.3,5.8,18.8,9.9,14.1,10.3,16.7,10.5,7.4,26.6,15.8,44.9,3.0
31067,9.5,32.7,5.6,19.0,9.7,12.9,10.0,16.5,9.9,7.2,26.5,16.1,41.8,2.9
31069,10.3,32.6,6.1,19.3,10.5,15.1,12.1,17.9,11.4,8.2,28.9,16.3,40.6,3.2
31071,7.7,28.7,5.1,18.3,8.6,10.4,7.5,14.0,8.4,6.1,23.7,14.9,39.7,2.6
31073,8.8,29.3,5.3,18.1,9.0,11.4,8.0,14.5,9.4,6.5,24.1,14.9,38.3,2.7
31075,7.8,29.5,5.2,18.7,8.8,10.5,7.5,14.2,8.5,6.2,23.5,15.0,36.6,2.7
31077,9.5,29.8,5.5,18.2,9.3,12.5,9.2,15.7,10.0,6.9,26.0,15.6,35.3,2.9
31079,16.6,30.0,5.8,16.8,10.7,18.2,12.3,19.6,13.3,8.7,30.5,14.6,41.4,3.0
31081,7.9,28.7,5.1,18.0,8.3,10.2,6.9,13.6,8.4,5.9,23.0,14.8,40.8,2.5
31083,9.0,29.8,5.4,18.6,9.0,11.8,8.5,15.2,9.5,6.7,26.4,15.6,35.5,2.7
31085,10.4,30.4,5.7,18.8,9.9,13.6,9.8,16.7,10.7,7.3,28.0,15.7,41.8,2.9
31087,9.5,31.5,5.7,19.0,9.7,13.4,10.0,16.2,10.4,7.4,27.0,16.0,42.1,3.0
31089,9.9,29.0,5.6,17.6,9.6,12.8,9.6,16.1,9.9,7.1,27.1,15.3,38.7,2.9
31091,8.8,30.6,5.5,19.2,9.4,12.5,9.5,15.9,9.7,6.9,26.0,16.0,40.3,2.9
31093,8.3,30.6,5.1,18.1,8.7,10.9,7.6,14.3,8.8,6.2,25.4,15.1,38.7,2.7
31095,9.4,29.5,5.4,19.5,9.8,12.6,9.0,16.1,9.8,6.9,26.9,15.7,37.6,2.8
31097,12.6,31.0,5.7,16.1,10.1,14.5,9.8,17.2,11.5,7.7,29.1,14.4,38.1,3.0
31099,8.2,27.6,4.9,17.9,8.5,9.9,6.7,13.5,8.4,5.8,23.1,14.2,38.4,2.5
31101,10.3,29.1,5.4,17.4,9.3,12.7,9.1,16.2,10.3,7.0,28.1,15.2,35.7,2.8
31103,9.4,30.7,5.8,18.5,9.7,12.9,9.7,16.1,10.0,7.2,26.4,15.5,38.0,2.9
31105,12.7,31.3,6.1,19.2,10.9,17.1,12.8,19.4,12.6,8.9,30.9,16.4,42.5,3.3
31107,9.6,30.3,5.8,18.7,10.3,15.3,11.7,17.1,11.4,8.4,27.2,16.4,40.4,3.1
31109,8.8,29.8,5.2,20.5,9.4,11.5,8.5,14.9,9.5,6.5,20.5,14.6,35.7,2.7
31111,10.6,31.5,5.9,20.1,10.2,14.5,10.6,17.2,10.9,7.8,27.5,16.0,40.1,3.1
31113,7.8,29.5,5.0,18.2,8.4,10.0,6.8,13.5,8.5,5.9,23.7,14.7,36.2,2.6
31115,7.6,29.3,5.3,18.0,8.9,10.6,7.8,14.1,8.8,6.2,23.9,14.9,36.7,2.7
31117,7.6,30.0,5.5,19.1,9.2,11.5,8.7,14.9,9.1,6.6,25.3,15.5,39.3,2.8
31119,11.1,31.4,5.4,16.8,10.2,14.3,9.7,16.4,10.7,7.4,26.8,14.8,40.4,2.8
31121,9.9,29.9,5.4,19.1,9.2,12.6,8.9,16.0,10.1,6.9,26.9,15.8,39.2,2.8
31123,12.5,30.5,5.9,18.4,10.4,16.4,11.7,18.3,12.2,8.3,30.0,15.6,41.9,3.1
31125,9.4,31.1,5.8,19.0,9.8,14.0,10.9,17.0,10.5,7.6,26.8,16.3,40.7,3.1
31127,9.5,29.7,5.8,19.3,9.9,13.6,10.6,16.9,10.5,7.5,28.6,15.9,41.8,3.0
31129,9.0,30.6,5.3,18.8,9.0,11.8,8.3,15.3,9.3,6.5,24.9,15.2,42.4,2.7
31131,9.5,30.8,5.2,18.8,9.4,12.0,8.2,15.7,9.6,6.6,25.6,15.1,40.7,2.6
31133,10.3,31.7,5.9,19.3,9.9,15.1,12.0,18.3,11.1,8.1,29.5,16.6,38.4,3.1
31135,9.4,29.8,5.3,18.3,9.0,11.8,8.1,15.1,9.3,6.6,24.6,15.1,40.7,2.7
31137,9.8,30.1,5.4,19.1,9.4,12.7,9.3,16.0,9.9,7.0,25.5,15.5,39.1,2.8
31139,8.3,28.8,5.2,18.3,8.6,10.8,7.5,14.6,8.8,6.2,25.1,15.2,39.2,2.7
31141,13.0,30.4,5.3,16.4,10.0,13.9,9.5,15.9,10.8,7.2,26.1,14.4,42.1,2.8
31143,9.8,29.6,5.2,18.0,8.9,11.5,7.8,14.9,9.5,6.5,26.1,15.2,40.6,2.7
31145,9.4,32.7,5.6,20.6,9.6,13.4,9.7,16.4,10.3,7.2,27.8,15.7,42.5,2.9
31147,9.5,32.6,5.6,19.5,10.2,13.3,9.9,16.9,10.3,7.4,28.7,15.9,45.6,2.9
31149,8.4,29.1,5.2,18.6,8.8,11.4,8.2,14.9,9.0,6.4,24.9,15.1,39.1,2.7
31151,15.2,29.3,5.5,17.3,10.5,16.5,10.7,18.5,13.1,8.1,28.7,14.8,41.2,2.9
31153,8.0,29.2,4.5,17.5,8.9,9.5,6.0,13.1,8.0,5.5,21.2,13.6,35.6,2.4
31155,7.7,29.6,4.9,17.4,8.4,9.8,6.6,13.1,8.1,5.7,22.1,14.2,38.9,2.5
31157,12.6,32.1,5.6,18.5,10.5,16.5,11.2,18.4,12.3,8.2,27.8,15.5,39.6,2.9
31159,7.9,29.1,5.0,19.1,8.3,10.0,6.9,13.7,8.3,5.9,23.2,14.6,35.6,2.6
31161,10.6,31.5,5.7,18.3,10.0,15.2,10.9,16.9,11.7,8.3,29.1,15.8,36.7,3.0
31163,9.8,30.5,5.7,18.7,9.7,13.7,10.3,16.9,10.5,7.4,26.9,16.0,41.9,3.0
31165,11.0,33.5,6.6,19.5,11.2,17.0,14.3,19.5,12.4,9.1,29.3,16.7,43.5,3.4
31167,9.2,28.1,5.2,17.7,8.9,11.2,7.6,14.7,9.2,6.3,25.6,14.9,39.8,2.7
31169,9.2,30.2,5.7,19.1,9.7,13.3,10.2,16.4,10.2,7.3,26.6,15.9,40.2,3.0
31171,8.4,28.3,4.8,18.2,8.3,10.4,6.9,13.8,8.7,6.0,23.5,14.6,37.2,2.5
31173,11.1,35.5,6.6,18.2,13.1,23.8,17.7,22.7,16.9,13.0,30.2,17.8,46.3,3.8
31175,9.1,30.3,5.6,18.3,9.5,13.0,9.9,16.2,9.9,7.1,25.9,15.4,42.2,2.9
31177,7.4,28.8,4.8,18.7,8.5,9.5,6.5,13.0,7.8,5.6,21.7,14.2,40.8,2.5
31179,9.6,29.9,5.5,18.1,10.0,12.7,9.4,15.5,10.4,7.1,26.3,15.3,41.0,2.9
31181,9.4,30.5,5.5,18.9,9.8,12.8,9.4,16.0,10.2,7.1,25.0,15.4,39.1,2.8
31183,8.0,29.9,5.2,17.9,8.9,10.4,7.3,14.0,8.6,6.1,23.5,14.5,38.3,2.6
31185,9.5,29.6,5.4,18.2,9.3,12.8,9.1,15.8,10.1,6.9,25.6,15.5,41.8,2.8
32001,11.7,31.1,5.8,22.8,9.8,16.2,13.8,20.9,13.8,9.5,25.2,20.1,37.9,3.1
32003,15.7,32.0,5.5,20.6,11.1,19.6,16.5,21.8,17.5,10.9,26.5,19.4,31.2,3.1
32005,9.7,27.2,5.0,21.2,8.1,11.8,9.3,16.5,10.8,7.3,18.8,17.7,27.3,2.6
32007,14.2,30.8,5.9,21.6,10.4,17.5,14.8,21.7,14.9,10.1,25.6,19.1,37.6,3.2
32009,16.6,33.1,7.1,22.4,12.1,23.8,21.6,26.6,18.8,13.2,28.9,20.3,36.6,3.8
32011,13.3,34.4,7.5,25.0,12.3,22.7,23.5,26.3,17.2,12.7,29.4,21.9,37.7,4.0
32013,14.4,29.0,5.7,22.1,10.1,17.6,14.2,21.6,14.9,9.7,26.1,19.0,36.0,3.0
32015,14.5,32.0,6.4,23.5,11.1,19.7,17.7,23.4,16.1,10.9,27.4,20.2,34.9,3.4
32017,10.0,29.4,5.4,23.0,8.8,13.4,11.2,18.5,11.8,8.0,22.1,19.3,31.7,2.8
32019,13.0,31.6,5.7,22.4,9.8,16.5,13.4,21.3,13.9,9.5,25.9,19.4,35.0,3.0
32021,15.0,34.6,7.3,24.4,12.8,26.4,25.4,28.2,20.0,14.6,31.6,22.4,38.4,4.1
32023,14.4,31.9,6.3,23.1,10.9,20.2,18.0,24.6,16.8,11.2,29.1,21.1,40.1,3.4
32027,15.6,31.4,6.0,20.1,10.3,17.2,13.4,21.9,14.8,9.7,25.2,18.6,35.3,3.2
32029,9.6,27.5,4.9,22.3,8.2,11.6,8.9,16.5,10.7,7.2,19.6,18.0,31.8,2.6
32031,12.3,26.9,5.1,21.6,8.8,15.1,11.7,20.1,13.5,8.6,21.0,18.2,28.5,2.8
32033,13.8,31.1,6.1,22.5,10.2,18.0,15.7,22.6,15.0,10.3,25.3,20.1,34.4,3.3
32510,13.5,29.5,5.5,22.2,9.9,16.4,13.4,20.9,14.2,9.4,23.6,19.0,33.1,3.0
33001,7.2,28.1,4.9,24.9,7.7,10.2,7.5,14.3,9.1,6.3,18.9,17.3,30.1,2.6
33003,6.9,25.2,4.8,24.1,7.0,9.6,6.9,12.9,8.9,5.9,18.0,16.7,30.5,2.5
33005,7.4,27.9,4.9,25.0,7.5,10.6,7.8,14.5,9.4,6.6,19.5,17.3,30.2,2.6
33007,9.4,29.9,5.7,24.5,9.4,14.4,11.3,18.1,11.6,8.3,25.6,18.5,36.1,3.1
33009,7.1,27.0,4.8,24.9,7.5,10.2,7.4,13.2,9.0,6.4,18.7,16.3,26.5,2.5
33011,7.7,28.0,4.7,22.1,7.9,10.4,6.7,13.9,9.4,6.1,21.4,16.2,32.8,2.5
33013,7.1,27.5,4.7,24.6,7.4,9.9,7.3,13.5,9.1,6.1,18.8,16.7,33.2,2.5
33015,6.3,28.9,4.3,23.0,7.1,8.8,5.5,11.7,7.8,5.3,17.4,15.8,30.7,2.3
33017,7.0,29.3,4.7,26.6,7.8,10.5,7.5,13.9,9.4,6.2,19.1,17.9,33.3,2.5
