column,missing_pct
places_foodinsecu,28.9
places_lacktrpt,28.9
places_housinsecu,28.9
places_foodstamp,28.9
places_mhlth,8.5
places_stroke,8.5
places_obesity,8.5
places_lpa,8.5
places_ghlth,8.5
places_diabetes,8.5
places_depression,8.5
places_chd,8.5
